0,00;0,00;
0,10;0.112462916;
0,20;0.222702589;
0,30;0.328626759;
0,40;0.428392355;
0,50;0.520499878;
0,60;0.603856091;
0,70;0.677801194;
0,80;0.742100965;
0,90;0.796908212;
1,00;0.842700793;
1,10;0.880205070;
1,20;0.910313978;
1,30;0.934007945;
1,40;0.952285120;
1,50;0.966105146;
1,60;0.976348383;
1,70;0.983790459;
1,80;0.989090502;
1,90;0.992790429;
2,00;0.995322265;
